"Global X Copper Miners ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
05/23/2017,20.72,-0.09,-0.43,-0.04,-0.19
05/22/2017,20.81,0.00,0.00,-0.10,-0.48
05/19/2017,20.81,0.71,3.53,-0.01,-0.03
05/18/2017,20.1,-0.05,-0.25,-0.07,-0.37
05/17/2017,20.15,-0.50,-2.42,-0.21,-1.01
05/16/2017,20.65,0.21,1.03,-0.05,-0.24
05/15/2017,20.44,0.39,1.95,0.00,0.00
05/12/2017,20.05,-0.01,-0.05,-0.05,-0.26
05/11/2017,20.06,0.16,0.80,-0.02,-0.09
05/10/2017,19.9,0.09,0.45,-0.07,-0.37
05/09/2017,19.81,0.22,1.12,-0.09,-0.45
05/08/2017,19.59,-0.32,-1.61,-0.14,-0.70
05/05/2017,19.91,0.18,0.91,-0.02,-0.11
05/04/2017,19.73,-0.90,-4.36,-0.14,-0.71
05/03/2017,20.63,-0.67,-3.15,-0.07,-0.32
05/02/2017,21.3,-0.31,-1.43,0.02,0.07
05/01/2017,21.61,0.23,1.08,0.12,0.54
04/28/2017,21.38,0.35,1.66,-0.06,-0.28
04/27/2017,21.03,-0.40,-1.87,-0.06,-0.27
04/26/2017,21.43,0.02,0.09,-0.14,-0.64
04/25/2017,21.41,0.16,0.75,0.00,-0.00
04/24/2017,21.25,0.12,0.57,-0.03,-0.14
04/21/2017,21.13,-0.25,-1.17,-0.03,-0.12
04/20/2017,21.38,0.29,1.38,-0.02,-0.07
04/19/2017,21.09,-0.09,-0.42,-0.15,-0.70
04/18/2017,21.18,-0.59,-2.71,-0.07,-0.31
04/17/2017,21.77,0.12,0.55,-0.12,-0.54
04/13/2017,21.65,-0.34,-1.55,-0.21,-0.96
04/12/2017,21.99,-0.66,-2.91,-0.16,-0.71
04/11/2017,22.65,-0.12,-0.53,-0.03,-0.14
04/10/2017,22.77,0.00,0.00,-0.04,-0.19
04/07/2017,22.77,-0.24,-1.04,-0.10,-0.42
04/06/2017,23.01,-0.03,-0.13,-0.08,-0.35
04/05/2017,23.04,0.31,1.36,-0.06,-0.24
04/04/2017,22.73,0.28,1.25,-0.03,-0.15
04/03/2017,22.45,0.04,0.18,-0.02,-0.08
03/31/2017,22.41,-0.26,-1.15,-0.05,-0.21
03/30/2017,22.67,0.13,0.58,-0.13,-0.55
03/29/2017,22.54,0.27,1.21,0.02,0.08
03/28/2017,22.27,0.21,0.95,-0.10,-0.46
03/27/2017,22.06,-0.37,-1.65,-0.06,-0.29
03/24/2017,22.43,-0.20,-0.88,-0.11,-0.47
03/23/2017,22.63,-0.12,-0.53,-0.08,-0.37
03/22/2017,22.75,0.09,0.40,-0.05,-0.21
03/21/2017,22.66,-0.78,-3.33,-0.14,-0.60
03/20/2017,23.44,-0.10,-0.42,-0.03,-0.13
03/17/2017,23.54,0.04,0.17,0.00,-0.01
03/16/2017,23.5,0.55,2.40,-0.08,-0.32
03/15/2017,22.95,1.07,4.89,0.15,0.67
03/14/2017,21.88,-0.41,-1.84,-0.15,-0.68
03/13/2017,22.29,0.57,2.62,-0.09,-0.40
03/10/2017,21.72,0.30,1.40,-0.05,-0.25
03/09/2017,21.42,-0.77,-3.47,-0.09,-0.44
03/08/2017,22.19,-0.41,-1.81,-0.12,-0.53
03/07/2017,22.6,-0.62,-2.67,-0.09,-0.38
03/06/2017,23.22,-0.66,-2.76,-0.08,-0.35
03/03/2017,23.88,0.14,0.59,0.01,0.03
